Name,"Position Name",Date,"Day Name","Total Duration","Total Distance (m)","Distance Zone 2-8 (m)","HMLD (Gen 2)","High Speed Running","V High Speed Running","Maximum Velocity (m/s)","Acceleration B1-3 Total Efforts (Gen 2)","Acceleration B1-3 Distance (Gen 2) (m)","Deceleration B1-3 Total Efforts (Gen 2)","Deceleration B1-3 Distance (Gen 2) (m)",N/m
"Patricia Maliepo - 17/05/2025",Five-Eighth,17/05/2025,Saturday,01:36:26,4841.05713,2230.87001,390.92001,58.91,0,6.09414,77,351.09001,50,77.3,5.51842
"Patricia Maliepo - 19/05/2025",Five-Eighth,19/05/2025,Monday,01:28:56,5561.16565,3024.73999,669.08,219.53001,0,6.36799,77,323.76,53,70.86,4.96515
"Patricia Maliepo - 20/05/2025",Five-Eighth,20/05/2025,Tuesday,01:29:06,4468.76819,2228.71003,512.84,81.79,9.82,7.13535,105,399.25,48,44.22,7.06906
"Patricia Maliepo - 22/05/2025",Five-Eighth,22/05/2025,Thursday,01:43:10,5655.14111,3183.50001,889.35999,345.99,23.72,7.71871,123,487.77,75,102.41,7.6205
"Patricia Maliepo - 24/05/2025",Five-Eighth,24/05/2025,Saturday,01:31:39,4919.69043,2308.6,509.89999,68.29,0,6.41985,94,460.45,61,74.77,6.5559
"Patricia Maliepo - 26/05/2025",Five-Eighth,26/05/2025,Monday,01:27:26,6113.55396,3913.63991,822.27003,339.25,0,6.97756,96,409.04999,51,48.53,5.31393
"Patricia Maliepo - 27/05/2025",Five-Eighth,27/05/2025,Tuesday,01:31:56,4035.04395,1594.37002,286.64001,104.4,0,5.93979,34,206.32,26,37.47,3.08324
"Patricia Maliepo - 29/05/2025",Five-Eighth,29/05/2025,Thursday,01:54:03,6423.41109,3498.05999,938.28003,267.70999,32.485,7.82244,109,423.85,78,91.93,6.17476
"Patricia Maliepo - 31/05/2025",Five-Eighth,31/05/2025,Saturday,01:24:35,4384.20429,2223.78001,456.42,67.2,4.14,7.06432,91,441.67,63,89.13,7.33885
"Patricia Maliepo - 02/06/2025",Five-Eighth,02/06/2025,Monday,01:53:56,5320.99409,2914.64001,583.10999,329.44,0,6.76536,48,191.9,42,53.36,3.73069
"Patricia Maliepo - 03/06/2025",Five-Eighth,03/06/2025,Tuesday,02:07:36,5033.74542,1901.05002,343.18001,60.87,0,6.7483,55,245.81001,27,46.76,3.26953
"Patricia Maliepo - 05/06/2025",Five-Eighth,05/06/2025,Thursday,02:33:32,7114.91272,3864.27994,970.04003,667.89,58.18,7.44127,83,411.59,49,52.82,4.07819
"Patricia Maliepo - 07/06/2025",Five-Eighth,07/06/2025,Saturday,01:40:02,6314.16211,3712.34,431.82,101.47,0,6.89956,62,301.91,48,60.85,3.52066
"Patricia Maliepo - 09/06/2025",Five-Eighth,09/06/2025,Monday,01:34:25,7644.64172,4676.04003,888.19,415.18,11.24,7.23424,82,309.77,51,57.22,3.56093
"Patricia Maliepo - 10/06/2025",Five-Eighth,10/06/2025,Tuesday,01:27:07,5350.71515,3026.64996,629.79001,306.59,0,6.05056,76,355.28001,49,39.89,4.97092
"Patricia Maliepo - 12/06/2025",Five-Eighth,12/06/2025,Thursday,03:19:50,8788.84064,3640.40001,1228.42999,719.13,105.3,7.54825,129,635.89,106,91.97,6.29673
"Patricia Maliepo - 14/06/2025",Five-Eighth,14/06/2025,Saturday,01:39:05,4041.83105,2291.80997,473.81,221.1,12.05,7.16517,49,211.54,34,33.65,4.3035
"Patricia Maliepo - 16/06/2025",Five-Eighth,16/06/2025,Monday,01:48:06,5008.95313,2276.83009,456.48999,166.44001,17.09,7.30542,59,262.96,46,59.5,4.2979
"Patricia Maliepo - 17/06/2025",Five-Eighth,17/06/2025,Tuesday,01:31:54,6148.21826,2985.12001,680.34999,291.71,24.33,7.66488,79,337.45,55,73.88,4.4974
"Patricia Maliepo - 19/06/2025",Five-Eighth,19/06/2025,Thursday,01:47:32,6555.68433,3547.09997,1027.74999,532.3,68.66,7.58471,121,582.15,92,93.22,6.91873
"Patricia Maliepo - 21/06/2025",Five-Eighth,21/06/2025,Saturday,01:55:00,5289.28125,2398.58,552.12,218.99,14.28,7.35171,65,318.04001,59,72.22,5.09502
"Patricia Maliepo - 24/06/2025",Five-Eighth,24/06/2025,Tuesday,01:51:54,6647.07288,3672.61002,886.11002,561.25999,22.42,7.38592,104,504.52001,71,86.9,5.50934
"Patricia Maliepo - 26/06/2025",Five-Eighth,26/06/2025,Thursday,01:22:20,4995.07791,2290.29,764.01002,499.58,122.77,7.88283,76,354.94999,58,75.29,6.12903
"Patricia Maliepo - 30/06/2025",Five-Eighth,30/06/2025,Monday,02:13:12,5663.0332,2528.51003,588.83002,324.45,32.39,7.71055,69,305.12,43,44.55,4.22159
"Patricia Maliepo - 01/07/2025",Five-Eighth,01/07/2025,Tuesday,01:44:00,5862.21191,2746.31003,587.33002,308.22,0,6.88797,70,290.21,57,65.77,4.39749
"Patricia Maliepo - 03/07/2025",Five-Eighth,03/07/2025,Thursday,01:32:00,5933.07666,3064.24,661.58002,495.18999,59.1,7.48971,42,209.94,42,49.07,3.07631
"Patricia Maliepo - 05/07/2025",Five-Eighth,05/07/2025,Saturday,01:14:04,4467.84521,2084.88997,402,125.79,0,6.45282,55,235.99,34,33.34,3.97171
"Patricia Maliepo - 06/07/2025",Five-Eighth,06/07/2025,Sunday,01:30:06,6760.49658,3360.97005,574.48001,136.07,0,6.34562,65,276.25,72,83.65,4.5689
"Patricia Maliepo - 08/07/2025",Five-Eighth,08/07/2025,Tuesday,00:47:00,3319.57666,1855.18998,165.88001,13.11,0,5.41613,24,91.65,3,4.13,1.60954
"Patricia Maliepo - 10/07/2025",Five-Eighth,10/07/2025,Thursday,02:05:42,7443.8222,3648.38008,993.73,728.62001,137.57,7.89716,87,340.15,54,67.72,3.9923
"Patricia Maliepo - 12/07/2025",Five-Eighth,12/07/2025,Saturday,01:25:00,4960.05225,1958.72003,492.84,218.35001,0,6.59618,56,266.27999,33,44.96,3.80561
"Patricia Maliepo - 13/07/2025",Five-Eighth,13/07/2025,Sunday,01:16:49,6876.94019,3559.14998,722.16,249.21,0,6.20144,78,296.88,79,85.39,5.06432
"Patricia Maliepo - 15/07/2025",Five-Eighth,15/07/2025,Tuesday,01:02:00,3459.41821,1740.05998,267.76001,55.11,0,5.55534,45,193.31999,16,20.5,3.57372
"Patricia Maliepo - 17/07/2025",Five-Eighth,17/07/2025,Thursday,02:00:00,6523.6084,2955.65998,692.40997,316.96,70.39,7.8542,72,296.78001,51,45.62,3.87991
"Patricia Maliepo - 19/07/2025",Five-Eighth,19/07/2025,Saturday,01:05:00,3447.72607,1417.20997,324.82001,122.32,0,6.13832,47,195.14001,32,33.01,4.6039
"Patricia Maliepo - 20/07/2025",Five-Eighth,20/07/2025,Sunday,01:23:38,6758.15771,3560.91,909.44,528.42001,14.37,7.58333,91,350.08999,95,111.59,5.84005
"Patricia Maliepo - 23/07/2025",Five-Eighth,23/07/2025,Wednesday,01:58:58,6307.55518,3022.90997,797.35999,363.61999,59.21,7.34565,90,375.46,67,68.59,5.22469
"Patricia Maliepo - 25/07/2025",Five-Eighth,25/07/2025,Friday,01:15:00,3768.13525,1415.26,339.23001,124.82,0,6.35725,41,171.95,27,30.5,3.66388
"Patricia Maliepo - 26/07/2025",Five-Eighth,26/07/2025,Saturday,01:19:41,5766.28223,2983.35996,609.26001,184.56999,0,6.25464,69,259.60001,79,85.75,5.43106
"Patricia Maliepo - 29/07/2025",Five-Eighth,29/07/2025,Tuesday,01:10:00,3593.03418,1657.96999,411.67001,198.69001,0,6.59934,53,191.87,29,29.43,4.71078
"Patricia Maliepo - 31/07/2025",Five-Eighth,31/07/2025,Thursday,02:07:29,6612.58203,2814.33004,725.32001,492.33999,39.88,7.46627,59,295.04,44,53.43,3.53871
"Patricia Maliepo - 03/08/2025",Five-Eighth,03/08/2025,Sunday,01:17:28,6150.76929,2924.68998,433.88,115,0,5.89057,53,212.62,48,63.04,3.51273
"Patricia Maliepo - 06/08/2025",Five-Eighth,06/08/2025,Wednesday,02:18:01,6385.10352,2884.13997,796.53998,447.28999,57.21,7.53651,74,331.80999,66,75.64,4.752
"Patricia Maliepo - 09/08/2025",Five-Eighth,09/08/2025,Saturday,01:24:40,6603.36206,3197.22999,684.06998,336.62001,20.73,7.37867,61,244.87,61,74.44,4.23466
"Patricia Maliepo - 13/08/2025",Five-Eighth,13/08/2025,Wednesday,02:04:03,6451.80371,2831.72002,701.51001,516.11,74.53,7.44769,65,240.54999,48,63.57,3.68734
"Patricia Maliepo - 15/08/2025",Five-Eighth,15/08/2025,Friday,02:15:39,2612.97314,33.48,10.17,0,0,4.19118,2,9.72,2,2.79,0.29851
"Patricia Maliepo - 19/08/2025",Five-Eighth,19/08/2025,Tuesday,01:38:57,5203.80518,2243.43003,466.73001,191.59,0,6.82083,61,306.72,26,38.48,3.49994
"Patricia Maliepo - 21/08/2025",Five-Eighth,21/08/2025,Thursday,01:55:47,6559.91357,2862.99,928.32001,619.4,45.09,7.43866,100,416.65,68,86.39,5.74306
"Patricia Maliepo - 23/08/2025",Five-Eighth,23/08/2025,Saturday,01:39:29,4938.60645,1862.29999,541.65002,203.11,0,6.70035,66,268.82,54,53.22,5.16461
"Patricia Maliepo - 24/08/2025",Five-Eighth,24/08/2025,Sunday,01:24:24,6531.91821,3384.54993,694.13,364.21,0,6.93664,58,242.82,58,62.13,3.92871
"Patricia Maliepo - 27/08/2025",Five-Eighth,27/08/2025,Wednesday,02:14:00,6505.2915,2648.69001,761.37,452.27,22.12,7.35961,73,297.62999,66,72.33,4.5503
"Patricia Maliepo - 29/08/2025",Five-Eighth,29/08/2025,Friday,02:42:09,4727.73633,1778.72004,455.92999,139.18,0,6.43421,56,246.33,43,50.68,4.48756
"Patricia Maliepo - 30/08/2025",Five-Eighth,30/08/2025,Saturday,01:19:33,6467.84302,3338.50006,705.88,328.03,21.02,7.263,71,269.46,65,87.88,4.81783
"Patricia Maliepo - 04/09/2025",Five-Eighth,04/09/2025,Thursday,01:45:00,5422.11816,2176.50001,692.06,444.61,102.45,7.69758,69,292.45,51,64.22,4.90546
"Patricia Maliepo - 06/09/2025",Five-Eighth,06/09/2025,Saturday,01:28:41,4272.08105,1746.77002,467.14999,156.47,0,6.99407,75,292.17,64,76.17,6.91068
"Patricia Maliepo - 07/09/2025",Five-Eighth,07/09/2025,Sunday,01:31:50,5391.39185,2426.51998,550.31,245.47,29.08,7.52471,49,216.36,63,70.42,4.49216
"Payton Takimoana - 07/05/2025",Five-Eighth,07/05/2025,Wednesday,01:27:35,4559.53995,2301.85999,587.68001,135.37,40.59,7.88829,89,366.39,63,87.44,6.88403
"Payton Takimoana - 13/05/2025",Five-Eighth,13/05/2025,Tuesday,01:04:12,2917.39844,1277.45998,398.24,40.46,4.8,7.09048,80,353.79,44,48.16,8.5967
"Payton Takimoana - 15/05/2025",Five-Eighth,15/05/2025,Thursday,01:46:30,5333.35931,2400.87995,762.74999,522.42999,19.19,7.39347,68,305.09,27,42.03,3.56961
"Payton Takimoana - 17/05/2025",Five-Eighth,17/05/2025,Saturday,01:36:26,4517.48535,1829.91997,337.47,36.64,0,5.99715,58,275.52,46,67.67,4.59282
"Payton Takimoana - 22/05/2025",Five-Eighth,22/05/2025,Thursday,01:43:10,3801.57324,1827.53002,619.5,262.26,51.26,7.97428,82,329,48,61.9,7.57686
"Payton Takimoana - 24/05/2025",Five-Eighth,24/05/2025,Saturday,01:31:39,3157.89917,1085.47,255.23,15.53,0,5.35405,49,179.8,29,30.84,5.09009
"Payton Takimoana - 26/05/2025",Five-Eighth,26/05/2025,Monday,01:03:59,4278.11328,2499.62997,767.64001,244.98001,16.9,7.32331,86,334.19001,67,74.41,7.37241
"Payton Takimoana - 29/05/2025",Five-Eighth,29/05/2025,Thursday,01:54:21,6009.16253,3037.59997,877.86001,219.565,40.56,8.11819,101,376.00001,81,104.05,6.15294
"Payton Takimoana - 31/05/2025",Five-Eighth,31/05/2025,Saturday,01:24:35,4569.53001,2163.67998,396.27,50.97,3.43,7.02844,80,339.3,64,76.83,6.50308
"Payton Takimoana - 02/06/2025",Five-Eighth,02/06/2025,Monday,01:53:56,6820.73466,3607.76001,864.24,395.12,11.5,7.23197,78,333.86,65,89.6,4.37343
"Payton Takimoana - 03/06/2025",Five-Eighth,03/06/2025,Tuesday,02:07:36,4419.43793,1470.27998,358.60001,129.42,0,6.48879,39,192.11999,38,47.42,3.7317
"Payton Takimoana - 05/06/2025",Five-Eighth,05/06/2025,Thursday,02:33:32,6229.81448,2775.18004,986.04,675.86001,100.82,7.83009,65,320.43,53,82.39,3.89771
"Payton Takimoana - 07/06/2025",Five-Eighth,07/06/2025,Saturday,01:40:02,5696.84438,3379.49004,358.25,58.2,0,6.13786,48,263,55,62.2,3.93551
"Payton Takimoana - 09/06/2025",Five-Eighth,09/06/2025,Monday,01:34:25,6839.00146,3686.47,780.66,453.16,35.59,7.27321,62,234.4,42,49.49,3.20047
"Payton Takimoana - 10/06/2025",Five-Eighth,10/06/2025,Tuesday,01:27:07,5232.89734,2781.20998,708.41998,503.91,0,6.91435,60,259.48,35,42.17,3.68171
"Payton Takimoana - 12/06/2025",Five-Eighth,12/06/2025,Thursday,03:19:50,9680.37204,3573.96001,1472.51001,841.20002,157.32001,7.87022,130,620.09001,132,149.72,5.80969
"Payton Takimoana - 14/06/2025",Five-Eighth,14/06/2025,Saturday,01:39:05,3756.14406,1808.08002,351.17001,172.58,38.93,7.41114,33,147.84,23,28.06,3.02491
"Payton Takimoana - 16/06/2025",Five-Eighth,16/06/2025,Monday,01:48:06,4228.12891,1514.01998,296.76999,94.3,37.28,7.72542,39,184.42,32,42.23,3.31636
"Payton Takimoana - 17/06/2025",Five-Eighth,17/06/2025,Tuesday,01:31:54,4014.07629,1810.80997,334.93,238.93,40.28,7.6661,26,132.08,25,44.55,2.72641
"Payton Takimoana - 19/06/2025",Five-Eighth,19/06/2025,Thursday,01:47:32,6234.78455,2993.50001,932.08,462.13001,163.45,8.27956,119,518.98,96,90.77,7.33818
"Payton Takimoana - 21/06/2025",Five-Eighth,21/06/2025,Saturday,01:55:00,3564.89233,1397.56,331.66,147.36,21.38,7.44727,39,186.9,32,39.85,4.12523
"Payton Takimoana - 24/06/2025",Five-Eighth,24/06/2025,Tuesday,01:51:54,5578.96832,2707.79002,564.63999,286.99,37.77,7.81895,72,352.64,54,76.71,4.53632
"Payton Takimoana - 26/06/2025",Five-Eighth,26/06/2025,Thursday,01:22:20,4195.22992,1867.59999,626.03001,371.46,151.64,8.09752,52,276.28999,52,72.53,5.01808
"Payton Takimoana - 30/06/2025",Five-Eighth,30/06/2025,Monday,02:13:15,4727.08936,1687.60002,566.04999,400.69,60.13,7.55018,44,241.62,38,49.73,3.57725
"Payton Takimoana - 01/07/2025",Five-Eighth,01/07/2025,Tuesday,01:44:00,5502.79639,2485.52997,522.97998,374.5,39.62,7.40935,42,210.05,34,44.65,2.75533
"Payton Takimoana - 03/07/2025",Five-Eighth,03/07/2025,Thursday,01:32:00,5365.72998,2473.49994,484.09,378.94,51.49,7.46199,27,141.55,22,36.29,1.82007
"Payton Takimoana - 05/07/2025",Five-Eighth,05/07/2025,Saturday,01:14:04,4120.26025,1558.78,310.01001,154.99001,0,6.50459,31,152.90999,17,18.25,2.26879
"Payton Takimoana - 06/07/2025",Five-Eighth,06/07/2025,Sunday,01:30:06,6190.59692,2868.89996,515.49001,192.1,7.68,7.25857,45,189.31,42,53.31,3.13669
"Payton Takimoana - 08/07/2025",Five-Eighth,08/07/2025,Tuesday,00:35:00,1979.68225,609.67,133.08,50.52,0,6.71208,8,38.12,10,8.94,1.97708
"Payton Takimoana - 10/07/2025",Five-Eighth,10/07/2025,Thursday,02:05:42,6449.078,2866.77996,792.10001,671.60998,111.55,8.11925,47,230.84001,41,57.63,2.72225
"Payton Takimoana - 12/07/2025",Five-Eighth,12/07/2025,Saturday,01:25:00,4236.29443,1376.18998,417.5,265.69,0,6.86986,30,145.01001,25,32.05,2.62824
"Payton Takimoana - 13/07/2025",Five-Eighth,13/07/2025,Sunday,01:16:49,6416.51978,3050.63,556.42999,280.68,11.05,7.82632,52,168.9,49,62.93,3.44673
"Payton Takimoana - 15/07/2025",Five-Eighth,15/07/2025,Tuesday,01:02:00,3271.74805,1283.29001,295.66,133.35,0,6.67156,29,145.17001,26,29.3,3.37984
"Payton Takimoana - 17/07/2025",Five-Eighth,17/07/2025,Thursday,02:00:00,6044.49707,2408.36996,611.40997,454.41,111.87,8.05813,36,176.21,36,44.46,2.42667
"Payton Takimoana - 19/07/2025",Five-Eighth,19/07/2025,Saturday,01:05:00,3135.39282,1113.34001,278.45001,139.72,2.05,7.03948,20,79.42,14,14.74,2.16943
"Payton Takimoana - 20/07/2025",Five-Eighth,20/07/2025,Sunday,01:23:38,6146.06934,3000.29,514.89,295.2,46.92,8.07332,50,183.81,38,60.12,3.24598
"Payton Takimoana - 23/07/2025",Five-Eighth,23/07/2025,Wednesday,01:58:58,5763.92822,2352.03005,640.07001,354.08,40.97,7.54231,60,263.70999,52,58.67,4.00838
"Payton Takimoana - 25/07/2025",Five-Eighth,25/07/2025,Friday,01:15:00,3468.24512,1369.49003,421.70001,227.69001,3.85,7.15161,39,161.55,28,38.96,3.95531
"Payton Takimoana - 26/07/2025",Five-Eighth,26/07/2025,Saturday,01:19:41,6094.41309,2955.85997,554.54001,266.99,17.16,7.77979,49,217.63,48,76.23,3.59772
"Payton Takimoana - 29/07/2025",Five-Eighth,29/07/2025,Tuesday,01:10:00,3299.88916,1276.79001,264.01999,76.2,0,6.04248,31,105.08,17,14.65,2.93646
"Payton Takimoana - 31/07/2025",Five-Eighth,31/07/2025,Thursday,02:07:29,4627.15527,1607.99998,400.07999,274.64,58.39,7.43579,25,121.43,20,24.15,1.96276
"Payton Takimoana - 03/08/2025",Five-Eighth,03/08/2025,Sunday,01:17:28,5901.67188,2955.61002,472.54001,217.2,22.33,8.30748,32,141.38,43,54.1,2.89105
"Payton Takimoana - 06/08/2025",Five-Eighth,06/08/2025,Wednesday,02:18:01,6171.81006,2663.75003,773.31,581.94,103.5,7.81165,46,247.45,46,80.46,3.24475
"Payton Takimoana - 09/08/2025",Five-Eighth,09/08/2025,Saturday,01:24:40,6039.07251,2706.96004,500,303.87,46.53,7.62821,43,155.2,35,50.05,2.7183
"Payton Takimoana - 13/08/2025",Five-Eighth,13/08/2025,Wednesday,02:04:03,6224.15332,2569.36011,666.76001,471.37002,179.57001,7.98966,44,228.31999,37,60.94,2.88168
"Payton Takimoana - 15/08/2025",Five-Eighth,15/08/2025,Friday,03:48:52,7426.58447,2467.63998,808.97998,505.98,29.76,7.37232,60,286.22,48,62.94,2.90632
"Payton Takimoana - 16/08/2025",Five-Eighth,16/08/2025,Saturday,01:31:25,6212.34204,2894.84001,565.34,270.41001,16.61,7.46957,44,179.96999,55,59.59,3.65176
"Payton Takimoana - 19/08/2025",Five-Eighth,19/08/2025,Tuesday,01:38:57,5501.44092,2430.76,545.40002,191.89,0,6.93651,58,366.3,43,67.99,3.83354
"Payton Takimoana - 21/08/2025",Five-Eighth,21/08/2025,Thursday,01:55:47,5894.04639,2257.45004,745.25,517.63,99.69,7.66068,55,246.63,58,77.31,4.11975
"Payton Takimoana - 23/08/2025",Five-Eighth,23/08/2025,Saturday,01:39:29,4674.23535,1336.14001,381.31,182.68,14,7.10321,44,170.95,36,45.87,3.60144
"Payton Takimoana - 24/08/2025",Five-Eighth,24/08/2025,Sunday,01:24:24,6085.04224,2905.31995,626.41998,331.25,54.34,8.07256,44,153.24,40,52.01,3.20984
"Payton Takimoana - 27/08/2025",Five-Eighth,27/08/2025,Wednesday,02:14:00,5946.79199,2020.41001,553.37,259.88999,57.24,7.58461,46,179.97,39,51,3.02247
"Payton Takimoana - 29/08/2025",Five-Eighth,29/08/2025,Friday,02:42:09,3664.27222,1354.60998,420.79999,245.05,15.44,7.12809,25,127.88,29,34.84,3.31853
"Payton Takimoana - 30/08/2025",Five-Eighth,30/08/2025,Saturday,01:19:33,5961.46436,2957.87999,594.97,289.38,36.45,8.32137,57,250.13,67,84.13,4.46199
"Payton Takimoana - 04/09/2025",Five-Eighth,04/09/2025,Thursday,01:45:00,4939.08008,1950.95997,756.89001,543.74,147.57001,7.97387,53,251.24001,47,73.46,4.33158
"Payton Takimoana - 06/09/2025",Five-Eighth,06/09/2025,Saturday,01:28:41,4160.12012,1524.91001,499.94,275.88999,0,6.77037,54,255.9,47,54.23,5.15177
"Payton Takimoana - 07/09/2025",Five-Eighth,07/09/2025,Sunday,01:31:50,5296.25439,2360.11,450.39,168.43,5.5,7.08708,49,188.31,37,48.81,3.67354
"Payton Takimoana - 14/09/2025",Five-Eighth,14/09/2025,Sunday,01:21:57,5802.64087,2242.56999,614.67999,378.66,14.89,7.5413,49,171.16999,49,81.74,3.87686
"Shakira Baker - 13/05/2025",Wing,13/05/2025,Tuesday,01:04:12,2923.88367,1122.64002,310.59,24.14,0,6.54755,68,297.32,18,20.5,7.28381
"Shakira Baker - 15/05/2025",Wing,15/05/2025,Thursday,01:46:30,4610.34698,1836.46001,495.00001,390.31,31.23,7.48286,38,206.6,10,26.13,2.73331
"Shakira Baker - 17/05/2025",Wing,17/05/2025,Saturday,01:36:26,4635.29004,1939.27002,398.5,180.91,35.12,7.32527,58,290.46,26,46.45,4.47415
"Shakira Baker - 19/05/2025",Wing,19/05/2025,Monday,01:28:56,4938.19373,2337.69998,613.91002,231.41001,0,6.96216,71,334.67,27,39.13,5.04719
"Shakira Baker - 20/05/2025",Wing,20/05/2025,Tuesday,01:29:06,1277.55103,519.51,101.24,70.44,9.03,7.06657,7,22.51,2,2.72,1.6379
"Shakira Baker - 22/05/2025",Wing,22/05/2025,Thursday,01:43:10,4630.50684,2269.42996,591,254.70999,22.59,7.20207,79,351.06001,55,57.73,7.57174
"Shakira Baker - 24/05/2025",Wing,24/05/2025,Saturday,01:31:39,4811.37988,2159.28001,455.45999,158.85,46.43,7.55582,75,375.85,45,54.02,6.06936
"Shakira Baker - 26/05/2025",Wing,26/05/2025,Monday,01:27:26,5631.03687,3218.82997,448.18001,202.16,0,6.60629,58,268.66,17,22.09,3.09668
"Shakira Baker - 27/05/2025",Wing,27/05/2025,Tuesday,01:31:56,3855.79932,1168.59001,295.31,105.62,0,6.70561,40,187.57,25,31.97,4.1968
"Shakira Baker - 29/05/2025",Wing,29/05/2025,Thursday,01:54:03,5249.66464,2235.83004,704.47998,203.3,27.895,7.41378,79,319.68,55,53.87,6.36869
"Shakira Baker - 31/05/2025",Wing,31/05/2025,Saturday,01:24:35,4496.00085,2063.77999,326.24,71.32,11.36,7.33426,63,324.04,45,61.04,5.72976
"Shakira Baker - 02/06/2025",Wing,02/06/2025,Monday,01:53:56,6392.57867,3245.92998,740.62999,351.53,0,6.95838,71,294.37,53,64.42,4.86635
"Shakira Baker - 03/06/2025",Wing,03/06/2025,Tuesday,02:07:36,4018.0246,1324.83002,295.6,103.12,0,6.5493,33,174.76,23,39.22,3.37927
"Shakira Baker - 05/06/2025",Wing,05/06/2025,Thursday,02:33:32,6639.56812,2935.20995,798.57997,403.14999,36.86,7.50269,84,350.44001,47,51.5,4.82539
"Shakira Baker - 07/06/2025",Wing,07/06/2025,Saturday,01:40:02,5794.16534,3417.47998,327.00001,133.76,0,6.98806,43,224.4,31,48.99,3.17802
"Shakira Baker - 09/06/2025",Wing,09/06/2025,Monday,01:34:25,7125.53699,3854.07003,728.6,420.49,0,6.99088,56,227.95,50,66.73,3.77193
"Shakira Baker - 10/06/2025",Wing,10/06/2025,Tuesday,01:27:07,5773.03021,2957.03996,799.48,490.98001,0,6.62672,77,405.07,48,50.48,5.48525
"Shakira Baker - 14/06/2025",Wing,14/06/2025,Saturday,01:39:05,4353.43237,2076.61001,533.3,254.24,19.34,7.25346,59,263.95,51,52.55,6.33397
"Shakira Baker - 16/06/2025",Wing,16/06/2025,Monday,01:48:06,4514.41211,1688.84002,387.23001,154.78,0,6.84364,47,242.96,36,48.71,4.39825
"Shakira Baker - 17/06/2025",Wing,17/06/2025,Tuesday,01:31:54,5366.28009,2036.16,566.67001,275.68,15.57,7.21998,71,279.02,54,61.14,5.82303
"Shakira Baker - 19/06/2025",Wing,19/06/2025,Thursday,01:47:32,6063.37305,2804.91997,854.35,379.01,33.85,7.51612,108,464.79,71,67.71,7.15518
"Shakira Baker - 21/06/2025",Wing,21/06/2025,Saturday,01:55:00,4439.21338,1889.29997,503.91,188.89,0,6.16004,68,249.78,53,58.46,6.90291
"Shakira Baker - 24/06/2025",Wing,24/06/2025,Tuesday,01:51:54,5432.46008,2336.62002,472.79,344,3.46,7.02024,60,290.41,29,47.22,4.01448
"Shakira Baker - 26/06/2025",Wing,26/06/2025,Thursday,01:22:20,4648.1026,1906.97001,657.29,337.33,41.64,7.29193,71,325.20001,50,52.62,6.43262
"Shakira Baker - 30/06/2025",Wing,30/06/2025,Monday,02:10:33,4390.604,1326.85001,424.89999,252.02,9.11,7.10786,44,216.05001,25,30.01,3.92919
"Shakira Baker - 01/07/2025",Wing,01/07/2025,Tuesday,01:44:00,4887.88818,2063.44001,498.67001,300.75001,11.12,7.12995,60,283.14999,48,55.92,5.78409
"Shakira Baker - 03/07/2025",Wing,03/07/2025,Thursday,06:23:20,5367.0459,2335.57995,456.78,130.135,13.47,7.26742,53,177.69,26,24.9,3.62155
"Shakira Baker - 05/07/2025",Wing,05/07/2025,Saturday,01:14:04,3186.22314,1142.37002,228.67999,90.99,0,6.37266,25,120.18,15,14.81,3.06476
"Shakira Baker - 06/07/2025",Wing,06/07/2025,Sunday,01:30:06,5994.22021,2704.53998,538.22,220.57,0,6.92697,56,222.33,54,62.24,4.76309
"Shakira Baker - 08/07/2025",Wing,08/07/2025,Tuesday,00:47:00,2298.6329,681.64,197.98,193.35,0,6.11189,14,71.05,4,0.84,1.82065
"Shakira Baker - 10/07/2025",Wing,10/07/2025,Thursday,02:05:42,6475.39447,2875.28,699.56999,353.66,33.72,7.31307,62,266.56,48,45.96,4.165
"Shakira Baker - 13/07/2025",Wing,13/07/2025,Sunday,01:16:49,6165.30469,2690.55002,583.25999,183.95,1.26,7.02035,67,251.18,61,83.46,5.53598
"Shakira Baker - 15/07/2025",Wing,15/07/2025,Tuesday,01:02:00,2622.49463,899.84999,206.39999,65.44,0,6.06387,24,104.45,18,16.33,3.8654
"Shakira Baker - 17/07/2025",Wing,17/07/2025,Thursday,05:30:54,5191.1626,1999.11997,475.29001,106.14,14.84,7.61456,53,207.96,43,34.35,4.46085
"Shakira Baker - 19/07/2025",Wing,19/07/2025,Saturday,01:05:00,2999.57422,1179.23999,307.72,104.14,0,6.07856,39,161.6,27,22.18,5.14673
"Shakira Baker - 20/07/2025",Wing,20/07/2025,Sunday,01:23:38,5992.92505,2529.06995,631.66998,160.6,5.57,7.10831,78,271.25001,77,81.97,6.54096
"Shakira Baker - 23/07/2025",Wing,23/07/2025,Wednesday,01:58:58,3830.5542,3111.96005,335.78,491.95999,0,5.59954,33,134.4,6,16.38,2.36715
"Shakira Baker - 31/07/2025",Wing,31/07/2025,Thursday,07:25:23,6124.36719,3744.14999,586.34998,289.22499,0,6.30344,55,243.68,14,31.93,2.75612
"Shakira Baker - 05/08/2025",Wing,05/08/2025,Tuesday,01:05:01,2905.44507,1443.90998,350.04001,207.49,0,6.5702,41,164.95,25,29.09,5.7936
"Shakira Baker - 06/08/2025",Wing,06/08/2025,Wednesday,02:18:01,4575.55908,1960.90002,537.28003,594.78,0.69,7.0058,31,189.37,13,21.4,2.4797
